Tensometr 1,Tensometr 2,Tensometr 3
1240,481,877
1283,503,892
1248,496,896
1280,526,923
1286,530,905
1295,568,925
1276,570,937
1334,590,972
1312,608,974
1328,611,1002
1411,624,1028
1483,644,1059
1791,717,1096
1641,825,1110
1884,846,1162
1832,804,1162
1984,723,1150
1918,734,1163
2046,758,1176
2167,704,1167
2213,658,1178
2117,665,1154
2334,628,1142
2069,636,1158
2327,653,1167
2280,674,1131
2442,645,1135
2361,657,1117
2474,626,1132
2411,631,1122
2556,642,1161
2536,673,1166
2685,691,1181
2738,734,1190
2946,704,1157
2863,743,1136
3143,716,1121
3150,737,1132
3152,741,1122
3135,687,1135
3065,687,1127
2738,734,1190
2946,704,1157
2863,743,1136
3143,716,1121
3150,737,1132
3152,741,1122
3135,687,1135
3065,687,1127
2536,673,1166
2685,691,1181
2713,690,1127
2688,682,1112
2650,716,1126
2428,709,1101
2438,711,1126
2785,700,1099
2727,693,1091
2763,678,1124
2671,681,1159
2715,700,1121
2636,666,1076
2657,720,1065
2666,738,1067
2683,740,1078
2527,741,1062
2497,676,1031
2348,646,1008
2359,671,1002
2227,659,974
2159,635,967
1978,657,925
1991,615,923
1942,645,898
1955,613,907
1924,611,889
1867,594,889
1811,577,887
1927,591,891
1849,583,899
1849,558,887
1877,574,889
1839,582,885
1805,605,888
1793,640,905
1772,711,910
1751,731,907
1701,727,921
1722,757,908
1623,716,935
1655,722,926
1610,632,950
1606,661,921
1515,567,912
1494,562,882
1487,563,886
1496,555,882
1505,588,874
1482,555,869
1402,537,835
1390,519,827
1332,504,824
1325,504,816
1267,474,800
1302,474,800
1269,444,787
1232,420,789
1212,408,774
1202,429,769
1141,402,771
1150,408,777
1104,391,760
1101,392,772
1059,368,751
1055,374,749
1005,363,746
1003,354,742
989,322,747
993,321,742
992,303,740
943,306,744
939,306,749
914,295,747
846,299,737
803,285,748
796,277,735
789,264,741
766,267,734
762,268,734
758,261,730
762,275,729
770,263,726
754,273,724
795,275,727
784,265,720
749,275,725
706,264,731
726,268,718
713,264,706
763,270,706
780,277,687
745,291,698
746,292,681
766,292,663
749,289,664
764,291,659
725,301,656
748,296,658
733,305,659
737,317,650
731,308,662
732,305,657
730,303,668
714,285,666
718,287,664
706,275,668
700,280,668
673,280,671
692,281,680
666,275,675
670,268,681
664,277,681
673,302,688
666,295,690
693,306,681
677,315,695
675,317,703
660,339,702
679,347,705
676,338,727
698,351,719
688,383,737
742,383,744
748,377,754
777,397,775
790,392,793
802,423,801
831,397,802
851,392,798
847,409,784
866,405,784
887,407,777
917,403,777
914,370,784
952,403,772
926,392,785
933,373,782
953,376,773
969,367,793
990,369,787
1006,375,807
1034,365,806
1101,353,792
1051,347,810
1093,340,814
1130,345,795
1081,337,816
1057,353,801
1074,357,807
1099,345,805
1096,339,795
1075,330,808
1085,320,821
1114,306,799
1087,296,817
1117,289,812
1116,304,820
1138,295,832
1199,311,821
1142,320,841
1147,321,842
1189,302,829
1157,298,876
1169,299,851
1175,296,905
1176,289,925
1184,290,903
1164,278,884
1126,289,892
1110,287,889
1118,284,881
1058,279,868
1035,278,856
1014,263,836
993,260,822
974,247,790
955,253,800
935,238,771
930,234,774
906,228,745
878,225,756
878,215,729
855,219,743
858,216,719
849,215,733
853,212,711
866,214,714
870,213,701
884,217,701
923,219,693
924,227,694
923,229,689
930,245,705
918,249,700
931,253,710
927,258,708
939,266,715
961,263,722
968,267,716
948,266,704
922,264,701
928,263,705
936,260,684
936,259,692
919,254,677
911,250,671
891,252,674
869,248,674
854,250,674
842,252,674
828,251,654
817,248,664
850,253,654
838,250,656
819,257,673
823,259,667
831,253,664
798,254,663
785,258,661
761,265,675
758,263,667
771,261,672
778,261,674
748,270,677
772,270,674
765,274,683
760,291,681
744,288,691
703,294,696
719,305,695
707,301,684
713,305,708
714,311,699
728,301,705
706,308,704
714,311,704
713,319,722
710,318,700
720,320,689
711,335,699
737,323,670
714,339,690
706,330,680
699,344,672
720,363,671
712,356,713
710,349,694
697,358,684
717,346,700
707,346,789
714,366,692
715,340,685
711,350,682
691,354,662
708,364,679
695,366,676
694,330,670
656,325,677
661,331,681
652,327,683
647,333,704
652,327,711
666,337,710
650,335,699
685,354,702
675,351,718
667,372,715
662,375,720
677,400,734
685,405,738
693,425,745
708,428,763
743,467,781
749,476,781
773,503,799
787,491,814
826,493,799
838,478,794
855,457,788
865,445,779
869,424,798
903,414,796
905,430,800
920,429,789
891,422,782
922,412,792
929,397,803
978,395,790
974,392,811
990,381,807
988,379,806
1000,358,817
1037,360,818
1106,354,804
1053,356,817
1053,361,809
1053,360,806
1043,339,810
1045,356,813
1122,335,807
1029,335,826
1069,316,821
1057,327,815
1088,313,823
1110,319,823
1154,325,820
1103,328,853
1136,321,845
1098,327,874
1102,314,858
1107,308,885
1132,311,929
1145,307,918
1130,304,950
1186,297,923
1129,289,925
1100,309,923
1078,293,918
1055,296,914
1033,284,896
997,285,879
996,274,863
961,272,847
957,264,821
938,260,819
911,255,798
906,255,793
899,248,770
888,239,767
893,242,754
875,236,751
884,232,739
893,235,731
881,233,727
904,234,721
909,242,723
911,242,712
927,251,709
955,255,717
958,266,721
965,274,715
979,284,721
991,297,715
1005,317,723
1013,310,719
1012,313,716
1028,300,701
987,296,704
1002,290,684
1001,295,685
1002,288,664
990,285,669
959,283,665
931,285,660
909,275,658
887,276,656
915,277,645
883,271,653
899,272,642
870,262,648
899,264,650
889,269,650
857,267,664
848,262,659
833,258,656
809,261,659
818,261,657
781,261,674
772,255,670
793,265,665
826,269,667
815,279,693
844,283,670
812,289,690
784,283,695
758,281,704
711,280,682
747,274,686
727,272,690
753,283,680
753,282,678
744,288,692
736,289,674
724,290,674
725,298,671
717,308,672
725,314,667
724,301,668
757,299,659
742,307,645
751,315,661
734,315,654
745,327,631
735,346,631
724,328,636
724,331,644
723,338,639
735,342,638
717,341,637
718,345,634
714,337,639
706,360,643
684,344,640
690,344,644
638,332,647
646,331,655
640,313,644
630,314,656
633,310,666
640,320,666
624,321,664
651,346,677
635,356,689
650,331,683
637,334,695
666,333,702
657,353,711
691,405,719
698,409,728
742,445,739
743,445,751
795,465,773
773,463,778
836,491,777
817,496,784
