Tensometr 1,Tensometr 2,Tensometr 3
861,840,813
861,985,887
906,1020,824
906,1044,832
969,1120,765
989,1204,778
947,1284,760
847,1226,745
829,1103,745
792,966,752
809,1130,756
788,1135,759
910,1100,793
958,1083,835
1064,1066,860
1111,925,847
1199,800,841
1232,791,844
1278,691,846
1328,615,855
1352,593,852
1276,571,873
1215,528,882
1323,513,891
1252,482,924
1265,456,1043
1172,449,1005
1056,414,956
997,420,897
965,401,854
929,398,835
923,405,808
927,428,804
940,478,826
957,495,826
910,504,808
887,506,801
923,519,781
877,552,781
951,609,754
888,548,763
891,568,765
948,546,777
858,556,801
912,585,823
915,629,816
977,718,867
1025,651,835
1064,724,824
1091,758,762
1081,776,787
937,802,756
853,818,735
837,707,736
810,701,738
820,766,751
808,676,760
919,827,782
960,861,833
1107,867,844
1137,719,833
1203,711,826
1223,737,836
1256,629,847
1334,598,862
1370,581,863
1306,563,918
1263,538,909
1362,551,937
1294,510,977
1367,499,1070
1246,503,1011
1149,498,965
1087,456,896
1039,437,858
983,423,824
988,420,808
1017,446,802
1052,531,820
1081,517,849
1104,587,833
1113,567,854
1182,578,883
1286,654,914
1347,653,959
1490,795,993
1534,803,1022
1682,867,1039
1611,810,1058
1708,847,1108
1841,842,1151
2225,1018,1183
2439,1095,1236
2419,1094,1253
2286,1094,1234
2318,1366,1198
2334,1339,1106
1933,1223,1058
1489,1137,1059
1445,1029,1018
1432,1099,1035
1566,1081,1022
1635,1157,1058
1743,1321,1113
1827,1067,1069
1529,895,1066
1675,977,1045
1560,944,1112
1697,797,1059
1771,884,1091
1738,769,1099
1519,769,1064
1629,691,1055
1468,672,1065
1503,599,1178
1406,615,1167
1238,580,1086
1204,554,1073
1150,518,987
1116,520,998
1103,516,964
1103,546,1001
1135,589,948
1121,621,978
1037,566,903
1025,591,891
991,558,843
949,574,816
932,553,826
902,596,808
898,585,790
954,623,787
870,604,827
922,654,857
915,635,858
938,750,910
1012,741,883
1034,715,865
1048,694,814
1046,640,783
996,675,777
884,711,755
875,639,758
838,604,763
842,651,779
811,674,785
906,816,820
975,844,852
1084,865,904
1144,779,870
1202,748,859
1218,731,871
1278,686,897
1363,594,887
1445,620,883
1322,577,892
1300,559,901
1387,564,900
1341,546,915
1419,498,1015
1331,532,1029
1201,508,959
1136,498,913
1040,474,836
981,503,844
996,500,813
985,551,853
1037,607,865
1110,673,873
1079,699,867
1014,682,850
957,678,809
934,681,797
974,723,755
949,758,761
922,699,746
948,797,768
913,721,785
893,779,820
924,757,814
949,826,860
1004,818,843
1000,841,863
1044,774,800
987,764,781
936,926,764
856,851,732
868,757,732
807,743,738
815,845,747
832,804,754
936,801,793
1006,843,842
1087,941,862
1131,817,840
1187,743,834
1223,755,849
1315,692,858
1404,638,863
1346,652,860
1331,635,903
1327,575,910
1436,577,961
1392,565,1032
1481,545,1112
1335,564,1060
1223,536,997
1139,524,947
1064,491,895
1019,476,880
1031,465,860
1033,516,885
1122,597,872
1145,638,880
1063,651,851
989,672,840
972,618,803
963,596,821
955,626,792
941,642,793
920,652,788
911,637,797
887,635,793
919,632,819
891,614,802
964,681,837
948,673,833
974,668,796
972,787,758
959,973,770
925,1236,758
840,1696,730
874,1964,737
804,2261,745
829,2663,754
826,2890,769
918,2869,799
982,2754,851
1085,2645,872
1127,2484,845
1201,2175,840
1258,2266,853
1334,1787,860
1386,1887,880
1471,1528,865
1281,1291,922
1259,1088,903
1244,1084,911
1210,951,935
1275,930,1010
1165,775,981
1060,763,947
977,681,882
904,634,861
885,580,813
899,625,820
909,730,804
941,787,829
956,828,832
895,799,809
867,801,780
826,708,746
831,635,742
812,695,736
798,628,742
802,680,746
810,745,762
814,699,765
816,689,783
838,724,792
871,791,837
887,718,804
944,742,781
991,821,749
963,859,756
929,994,731
852,834,723
851,783,717
851,736,738
835,842,744
845,836,768
952,954,790
1021,1020,823
1155,960,843
1262,834,829
1300,828,838
1303,813,830
1405,688,838
1444,677,861
1521,626,844
1327,596,881
1436,576,881
1426,605,918
1468,547,954
1497,551,1038
1348,577,1017
1233,567,974
1161,512,930
1129,531,920
1136,540,884
1191,649,912
1384,775,941
1465,1030,1033
1481,912,977
1402,910,965
1389,994,931
1401,924,929
1540,1019,926
1494,1069,955
1579,1068,990
1563,1221,982
1738,1423,1010
1725,1397,1015
1868,1540,1053
1888,1479,1068
2010,1915,1098
1888,1986,1099
1937,2342,1025
1973,2341,958
2114,2509,917
1890,2474,876
1526,1710,820
1290,1303,797
1229,1245,791
1146,1292,789
1185,1283,826
1335,1286,846
1295,1283,891
1541,1108,897
1561,1087,905
1481,1070,906
1493,943,922
1590,749,910
1566,786,947
1535,734,917
1399,668,936
1495,602,938
1491,637,983
1478,570,1025
1564,574,1083
1385,592,1046
1212,584,982
1110,519,920
1056,516,933
1022,486,861
1026,564,886
1088,508,853
1098,595,866
1109,564,855
1036,585,856
1017,556,790
998,538,785
1025,533,752
986,547,773
974,508,766
952,569,780
916,624,773
875,605,783
873,526,777
847,554,788
882,570,780
930,563,759
983,579,721
994,581,718
962,647,722
899,666,727
870,654,711
782,595,701
823,698,717
791,677,720
831,708,741
891,805,774
912,892,825
1010,770,807
1118,718,807
1090,765,804
1130,694,827
1175,610,834
1275,622,852
1270,563,843
1167,513,865
1207,516,870
1263,523,936
1283,431,965
1327,393,1015
1166,357,972
1088,329,937
994,305,887
940,295,868
932,275,838
964,311,829
956,329,858
975,374,882
1005,393,844
948,408,852
942,400,822
925,361,811
927,370,797
890,383,796
862,393,822
859,419,829
854,437,817
830,403,841
863,399,854
858,460,853
911,489,841
912,516,829
990,614,773
962,624,771
935,746,747
843,738,730
859,683,730
811,629,730
814,694,737
779,665,748
871,774,782
926,876,820
997,877,863
1047,789,838
1175,775,828
1138,847,829
1243,746,845
1253,676,864
1344,732,875
1237,740,874
1159,712,923
1192,676,938
1231,679,954
1271,622,1030
1257,690,1036
1140,661,1007
1065,634,960
986,593,932
959,539,883
946,546,862
979,588,856
985,698,879
1023,811,897
1000,822,842
986,771,825
963,871,796
957,783,798
945,775,785
889,699,800
857,672,762
922,668,782
866,618,790
889,552,832
932,562,802
934,622,824
975,571,787
980,585,790
1032,594,747
987,630,752
905,671,734
838,749,719
837,680,725
779,677,725
806,728,728
774,680,733
881,822,760
933,862,792
1003,918,812
1031,833,807
1108,742,804
1075,750,831
1197,647,834
1247,594,855
1297,607,854
1190,598,871
1195,559,880
1253,568,900
1251,525,937
1318,521,1064
1220,517,1052
1151,520,1028
1013,477,969
987,455,903
937,421,855
935,425,853
957,465,849
1022,533,881
1079,522,886
995,550,1082
973,525,913
944,483,871
958,493,848
935,541,1071
935,491,774
898,489,966
938,509,790
872,490,793
939,500,796
934,507,778
953,560,806
995,533,782
993,528,780
1008,530,753
1057,551,738
990,660,742
943,678,729
892,599,724
833,623,742
857,648,736
857,800,766
972,814,783
1058,890,859
1187,992,887
1283,774,883
1392,740,888
1441,784,899
1568,642,964
1598,621,1029
1906,594,1048
1710,587,1098
1781,566,1125
1762,522,1103
1786,480,1118
1554,463,1230
1388,475,1167
1261,498,1153
1245,465,1118
1308,441,1102
1444,503,1135
1711,557,1253
1872,764,1421
2014,864,1604
1998,916,1692
1943,990,1689
2058,882,1635
2030,903,1711
2067,1135,1810
2107,1088,1718
2309,1283,1841
2192,1245,1796
1985,1391,1943
2214,1581,2151
2529,2534,2294
2775,3212,2394
3231,2981,2673
3327,2131,2259
3309,2069,1899
3336,2362,1565
2817,2034,1322
2077,1741,1211
1707,1636,1123
1490,1585,1025
1352,1481,988
1265,1445,951
1280,1434,947
1334,1402,930
1330,1207,957
1253,961,898
