Tensometr 1,Tensometr 2,Tensometr 3
699,467,655
705,498,660
695,482,665
699,495,660
679,516,673
696,530,675
697,525,680
712,584,689
719,593,705
768,549,717
774,548,723
843,582,738
843,603,758
882,626,768
879,636,787
926,606,808
921,617,786
984,579,783
969,587,795
1051,598,785
1053,602,771
1104,575,773
1043,565,786
1078,557,770
1022,567,789
926,606,808
921,617,786
984,579,783
969,587,795
1051,598,785
1053,602,771
1104,575,773
1043,565,786
1088,541,782
1188,510,771
1148,503,806
1225,483,797
1238,479,803
1229,492,811
1262,499,831
1276,503,826
1215,502,828
1252,484,817
1224,505,828
1210,482,838
1209,493,847
1204,484,848
1233,473,852
1264,464,826
1252,477,856
1287,475,843
1341,490,863
1303,479,886
1298,488,899
1287,492,918
1274,467,926
1305,479,925
1303,472,980
1288,469,991
1303,466,978
1253,479,981
1194,485,977
1239,489,985
1169,486,972
1179,494,976
1135,493,959
1108,477,931
1085,472,895
1069,471,900
1065,471,877
1089,478,875
1070,458,842
1059,473,850
1061,462,821
1120,516,849
1115,473,812
1138,513,846
1129,503,808
1165,566,828
1264,558,801
1274,616,833
1372,645,823
1395,711,841
1412,755,835
1503,754,871
1497,746,853
1501,787,890
1522,795,851
1572,808,848
1486,822,813
1551,858,838
1489,928,825
1491,913,836
1410,840,798
1419,823,847
1391,811,794
1408,748,828
1405,725,822
1343,726,795
1356,683,803
1330,706,778
1312,731,794
1303,708,814
1232,722,782
1228,711,790
1305,699,789
1243,697,798
1256,686,798
1231,735,807
1277,729,807
1258,769,802
1258,756,812
1240,794,818
1184,765,833
1195,727,832
1219,715,836
1223,713,844
1257,652,852
1237,700,851
1197,704,855
1196,681,836
1180,670,831
1225,658,831
1216,663,832
1271,737,829
1219,707,845
1284,732,825
1247,690,853
1309,724,842
1297,688,833
1373,714,812
1369,690,804
1355,743,797
1372,735,738
1406,773,793
1341,782,806
1348,736,764
1329,723,744
1358,707,786
1275,622,796
1266,595,796
1129,595,796
1103,642,722
1048,567,715
999,581,715
963,568,721
961,581,726
899,542,735
868,559,729
845,506,738
853,530,746
822,492,739
843,508,749
806,501,747
831,531,748
797,505,754
825,565,755
821,584,769
873,579,770
856,550,787
910,554,779
901,568,793
990,576,814
983,599,832
1047,636,840
1038,589,840
1087,606,841
1100,572,836
1142,544,832
1126,538,823
1126,575,826
1117,538,827
1118,524,810
1224,544,818
1240,536,806
1226,562,824
1247,578,809
1219,541,800
1264,537,804
1285,521,808
1255,506,830
1334,483,804
1242,457,826
1321,451,807
1255,443,828
1314,451,822
1257,461,838
1297,442,814
1281,450,833
1282,446,812
1237,451,844
1275,446,816
1214,445,848
1199,424,848
1149,439,848
1185,419,847
1148,417,851
1177,405,849
1178,410,830
1196,406,834
1217,392,837
1145,376,848
1158,401,846
1162,380,858
1159,377,850
1125,371,870
1151,373,877
1151,359,892
1149,363,940
1163,356,888
1125,354,893
1087,368,884
1072,371,892
1031,370,870
1028,373,878
990,368,846
978,362,847
