Tensometr 1,Tensometr 2,Tensometr 3
1011,421,915
963,416,887
906,419,845
909,443,823
927,471,812
958,525,847
1019,534,888
977,568,864
971,563,837
943,557,811
974,568,800
949,642,796
947,627,818
890,581,811
976,606,830
912,621,838
925,651,863
989,655,858
975,655,877
989,706,859
1017,717,854
1029,747,777
1004,706,753
968,846,753
906,837,731
859,797,721
815,727,727
825,663,702
794,719,729
855,830,756
872,945,772
961,1064,825
975,972,835
1124,803,828
1149,774,836
1200,757,831
1289,647,854
1347,639,867
1368,625,886
1272,603,903
1288,596,919
1345,555,901
1254,524,985
1288,505,1038
1203,525,1034
1096,486,979
1039,476,964
969,440,912
955,446,886
990,436,864
1022,555,911
1061,592,905
1098,642,915
1039,589,876
1011,582,851
1028,584,822
995,588,822
1038,565,806
947,580,811
985,577,808
987,606,822
926,601,828
997,603,842
977,667,850
1000,722,840
975,803,831
1012,875,789
984,1062,754
946,1228,748
951,1521,734
846,1912,710
844,1903,710
804,2188,714
796,2380,723
753,2796,728
806,2995,757
906,2845,795
941,2723,848
988,2279,816
1019,1861,813
1061,1509,804
1075,1382,812
1176,1085,818
1206,1032,835
1345,862,834
1199,821,858
1174,763,861
1144,727,890
1138,666,940
1141,657,970
1024,577,936
958,554,940
909,507,863
880,531,847
867,505,815
894,582,830
926,583,821
918,667,835
930,659,806
913,658,795
937,690,764
884,629,768
937,673,767
902,693,787
914,638,790
919,647,818
911,656,828
894,662,849
987,678,856
957,668,854
973,716,881
1016,784,856
1116,818,789
1073,826,766
1089,802,769
1000,972,739
952,1050,734
920,840,730
882,738,740
874,833,744
893,969,754
946,1034,790
1082,1032,850
1126,1088,840
1197,1052,844
1284,995,847
1417,1152,885
1514,1071,895
1594,999,919
1643,1056,943
1496,933,1004
1668,902,1022
1532,827,1040
1471,767,1106
1490,723,1211
1360,790,1142
1242,729,1082
1177,757,1067
1143,763,1038
1116,737,1003
1208,881,1010
1340,1022,1058
1336,1051,1144
1323,955,1100
1339,931,1122
1345,955,1155
1327,973,1068
1328,961,1055
1334,1022,1064
1390,933,1047
1431,1060,1039
1624,1175,1040
