Tensometr 1,Tensometr 2,Tensometr 3
741,341,658
710,352,659
711,332,668
689,327,665
688,329,668
679,327,668
675,329,670
660,329,683
673,346,679
654,339,686
671,357,693
667,353,689
695,366,696
679,376,705
700,401,706
705,375,722
746,398,733
740,401,736
790,426,748
787,420,771
841,444,775
830,469,793
880,456,820
877,476,797
913,463,805
902,478,794
940,478,787
942,466,782
974,449,794
932,462,784
962,469,786
945,477,786
1005,478,795
1053,483,787
1045,465,801
1038,456,803
1045,465,801
1038,456,803
913,463,805
902,478,896
1073,437,792
1076,431,792
1040,445,801
1091,443,806
1137,447,789
1100,453,796
1083,445,792
1108,440,810
1088,435,793
1072,431,812
1069,430,819
1128,404,818
1199,407,802
1211,415,828
1168,404,835
1139,404,861
1153,388,859
1115,381,878
1164,382,902
1164,374,905
1184,376,934
1147,375,914
1119,410,906
1093,373,893
1065,376,879
1014,364,858
1004,353,846
979,350,836
965,353,822
919,338,798
930,349,801
908,343,783
892,345,770
895,347,744
890,352,760
895,348,737
919,371,741
947,368,731
930,383,737
962,409,721
970,441,735
991,459,731
994,498,726
1054,492,722
1031,522,736
1037,502,726
1049,512,742
1056,494,715
1014,512,724
1036,501,715
1008,456,710
1009,433,706
986,418,706
955,412,685
929,409,696
927,406,673
897,388,690
900,387,688
870,389,679
885,380,674
897,379,682
876,376,675
873,387,692
863,377,679
857,388,689
862,371,693
855,366,688
829,361,703
815,382,705
830,389,717
822,405,715
826,371,701
825,377,708
854,374,704
818,379,707
814,399,712
782,391,699
785,395,709
769,407,698
788,394,705
798,382,714
779,398,719
800,386,700
787,373,702
784,362,714
764,360,702
752,358,693
754,362,708
761,371,687
749,365,712
784,388,691
750,396,702
782,406,685
774,410,689
755,411,680
761,396,689
762,411,675
776,401,660
747,397,664
710,380,642
714,403,648
715,394,666
723,422,661
718,409,662
741,400,645
720,407,655
736,398,654
718,402,657
715,399,666
683,382,654
713,388,662
663,384,671
682,382,658
675,373,671
679,372,661
656,362,673
640,352,680
623,346,689
639,357,691
634,370,694
640,374,698
633,370,699
652,392,699
667,410,707
695,377,725
717,385,726
726,403,732
766,415,737
759,426,746
797,466,769
839,456,787
825,489,794
864,457,815
857,467,795
893,471,787
916,473,787
935,488,781
956,513,778
972,479,782
975,490,786
970,475,784
976,496,794
1004,527,798
1066,510,792
1063,513,811
1081,526,805
1125,515,812
1210,489,822
1156,502,824
1213,500,829
1215,533,833
1197,518,819
1204,516,831
1203,515,832
1186,525,829
1173,491,832
1138,509,849
1176,471,829
1256,494,836
1255,472,842
1226,484,864
1169,471,850
1160,485,881
1158,465,892
1223,476,885
1207,439,917
1211,444,953
1223,421,908
1205,461,926
1123,432,906
1095,436,898
1062,413,876
1049,414,878
1015,391,835
997,392,823
950,376,812
957,377,799
928,359,767
930,364,762
915,358,750
926,367,743
966,349,728
983,357,733
995,362,716
1016,382,720
1038,393,715
1026,426,702
1051,422,697
1040,459,703
1069,451,703
1087,458,709
1128,463,705
1106,466,704
1088,477,696
1072,441,686
1035,427,681
1051,435,679
1060,403,682
1090,406,671
1052,402,678
1031,388,660
1009,379,669
1000,382,660
979,389,665
948,369,655
954,371,662
975,360,648
984,369,670
1018,357,655
972,390,676
954,383,667
932,389,671
925,388,671
895,387,683
872,387,670
847,392,685
876,392,683
872,402,681
866,398,683
853,401,680
862,404,675
840,399,695
830,429,692
819,438,694
858,441,684
854,441,696
874,425,695
860,442,694
858,471,697
854,451,702
846,487,700
817,507,689
811,518,682
813,566,704
837,567,699
820,603,696
855,574,702
877,609,709
877,639,701
900,649,695
882,638,707
883,642,706
908,639,680
911,693,693
895,691,668
897,716,678
909,707,682
903,760,685
899,815,685
932,845,680
935,893,679
918,954,687
895,1007,681
893,1078,686
870,1096,691
827,1221,695
802,1096,701
801,1260,721
784,1197,712
785,1269,722
767,1190,731
784,1697,741
757,1505,745
783,2280,755
767,2134,753
771,2674,759
776,2801,773
795,3435,774
778,2462,789
811,2884,801
821,2441,804
864,2447,819
891,2538,848
950,3098,852
945,3186,872
1013,2760,879
1017,2665,868
1129,2108,858
1093,1974,858
1091,1947,870
1063,1910,848
1090,1632,858
1124,1661,860
1133,1437,860
1127,1458,842
1130,1270,852
1148,1340,877
1205,1179,871
1188,1123,859
1185,1016,876
1184,1016,863
1182,1007,874
1175,1002,872
1172,965,870
1148,927,867
1151,860,851
1100,846,880
1104,778,869
1054,764,873
1086,723,875
1125,711,876
1135,708,868
1110,704,869
1171,682,856
1130,669,876
1129,605,890
1145,596,879
1141,577,921
1172,562,954
1167,552,927
1112,537,925
1071,522,919
1018,491,899
1011,488,901
972,481,877
958,482,866
937,466,851
915,466,838
879,456,808
882,462,806
863,437,780
883,447,770
882,425,764
884,458,763
880,449,739
902,471,746
922,469,732
911,510,739
941,494,723
917,529,731
938,532,714
935,560,727
931,569,715
929,605,721
970,590,727
974,593,722
978,570,713
954,556,712
956,541,702
924,540,695
930,508,701
930,526,694
937,521,697
937,504,694
926,472,687
904,476,688
887,452,681
853,457,686
893,431,681
871,423,687
884,414,677
899,410,676
882,408,682
873,416,677
883,453,687
864,441,677
857,455,680
850,450,687
840,447,678
819,432,685
817,448,685
813,461,691
836,437,697
812,440,685
813,420,694
807,419,694
793,424,696
772,419,693
761,413,700
757,422,702
757,416,691
749,415,697
770,411,697
749,418,700
766,432,697
770,408,698
766,412,703
777,413,702
773,423,702
765,425,681
734,427,706
740,427,699
736,439,694
784,451,693
749,458,680
793,475,675
769,474,667
808,449,671
799,452,665
818,453,640
791,447,648
811,445,622
755,452,640
800,437,649
799,446,639
809,446,644
820,452,652
820,439,646
809,407,653
811,420,661
782,413,648
736,424,658
737,406,663
735,407,667
724,408,679
717,401,670
698,396,674
703,402,682
672,406,683
689,419,694
695,424,698
694,437,701
685,445,706
690,466,704
685,453,712
716,473,730
733,471,731
740,504,736
777,523,750
803,565,764
819,578,776
854,589,795
870,640,804
895,571,797
