Tensometr 1,Tensometr 2,Tensometr 3
2854,1937,1131
2682,2039,1076
2653,2488,1072
2605,2136,1063
2634,1892,1005
2268,1658,905
2402,2048,815
2854,1937,1131
2682,2039,1076
2653,2488,1072
2605,2136,1063
2634,1892,1005
2268,1658,905
2402,2048,815
2698,1400,1413
2614,1810,1405
2540,2420,1556
2365,2592,1766
2396,2633,1894
2422,2734,1734
2484,2865,1579
2545,2699,1494
2623,2464,1363
2685,2046,1347
2724,1915,1298
2885,2194,1238
2807,2481,1170
2095,1997,795
1766,1822,774
1335,1251,738
1155,1049,738
1047,932,733
1012,959,737
985,889,747
1072,989,761
1104,1065,804
1228,892,838
1327,844,829
1349,911,828
1410,1009,846
1451,906,883
1514,899,897
1622,903,922
1541,837,985
1615,794,993
1640,773,1054
1736,735,1124
1829,723,1248
1788,783,1170
1625,778,1094
1508,705,1037
1366,655,1022
1391,646,976
1556,719,1019
1735,806,1029
1916,970,1063
1884,874,1075
1874,897,986
1684,863,959
1579,827,914
1622,763,905
1524,759,881
1485,723,877
1527,756,859
1591,825,864
1508,798,835
1306,821,848
1261,783,831
1199,742,859
1331,916,811
1272,889,804
1253,975,768
1246,864,769
1200,977,741
1037,998,713
953,882,706
856,749,710
822,779,723
787,835,733
880,846,762
899,1005,787
1006,887,831
1061,701,824
1131,613,824
1163,574,832
1232,472,863
1317,412,897
1492,421,920
1419,397,919
1402,385,971
1633,407,998
1661,404,1020
1603,405,1130
1549,434,1124
1436,415,1129
1303,397,1029
1245,383,1004
1223,368,950
1249,408,964
1381,456,946
1620,547,1005
1644,640,1050
1633,599,1030
1545,609,1004
1445,602,942
1458,624,926
1407,677,874
1361,687,877
1350,686,878
1354,767,898
1292,788,864
1355,776,897
1254,791,848
1099,763,917
1132,839,846
1187,919,847
1186,873,797
1196,850,767
1141,845,755
1031,921,726
904,833,727
825,691,716
808,701,725
767,719,734
810,814,784
832,860,754
937,980,819
946,941,843
1071,965,833
1042,909,835
1117,933,853
1163,938,887
1368,879,879
1437,1043,906
1493,894,923
1471,960,982
1637,898,1021
1679,893,1084
1833,902,1259
1687,1104,1263
1472,940,1105
1368,1060,1089
1289,1003,1005
1287,1138,1037
1448,1183,968
1754,1541,1024
1912,1289,1037
1801,1257,1099
1693,1141,1021
1634,1101,964
1523,1019,919
1432,886,885
1465,829,866
1351,795,877
1341,721,842
1329,788,826
1247,780,802
1260,763,818
1253,742,818
1224,729,817
1257,751,808
1221,770,802
1177,757,760
1175,751,759
1062,760,736
969,782,712
881,735,700
842,649,711
815,672,719
785,727,729
827,709,756
879,722,785
905,810,828
1019,768,816
1067,753,824
1126,836,832
1166,790,856
1300,686,880
1408,747,919
1461,687,906
1504,681,932
1577,700,964
1736,722,1038
1729,688,1120
1731,696,1161
1551,717,1162
1414,693,1094
1317,620,986
1271,605,971
1302,575,937
1456,667,975
1728,753,937
1687,841,1014
1656,838,976
1650,785,932
1630,765,885
1579,702,889
1444,636,847
1370,677,870
1515,665,861
1461,768,890
1578,871,870
1613,836,867
1549,879,829
1387,861,814
1445,903,797
1396,946,785
1473,1042,748
1607,941,757
1477,1019,764
1339,1098,766
1300,1110,766
1156,1001,754
1094,900,776
1083,925,785
1137,1068,809
1252,1073,832
1475,1243,882
1557,1082,926
1616,914,919
1785,897,980
1854,924,1030
1933,841,1080
2258,738,1091
2240,757,1180
2494,775,1248
2664,792,1312
2513,745,1414
2851,764,1720
2810,847,1842
2783,849,1977
2762,842,1894
2902,845,1924
2860,903,2024
2837,1029,2192
2745,1311,2821
2710,1809,2806
2642,2113,2765
2602,2543,2741
2568,2885,2635
2542,2928,2610
2396,2487,2585
2357,2758,2523
2336,2685,2485
2314,2099,2432
2286,2020,2329
2245,1972,1649
2230,1831,1548
2190,1522,1447
2119,1427,1394
1985,1356,1347
1849,1340,1197
1873,1248,1032
1731,1109,934
1577,1003,843
1268,1076,809
1161,907,768
952,698,731
892,674,744
816,685,731
816,624,754
853,662,765
956,800,817
955,807,844
1118,797,860
1115,804,859
1186,837,891
1311,819,918
1470,748,930
1550,789,946
1473,737,965
1627,742,997
1743,710,1025
1701,720,1106
1834,715,1193
1826,827,1259
1580,774,1157
1517,731,1090
1402,664,1030
1429,681,1028
1619,735,1043
1963,851,1101
2199,1082,1126
2146,1071,1228
2088,887,1067
1931,861,1034
1710,749,988
1544,660,925
1500,682,930
1461,670,901
1449,715,861
1293,747,833
1231,749,837
1169,722,819
1178,668,808
1069,628,818
1059,740,805
1095,794,760
1119,735,740
1016,744,719
970,755,714
878,676,691
819,649,692
749,564,694
708,572,698
710,579,694
729,606,714
810,674,754
877,771,798
945,776,801
992,773,810
1030,863,825
1080,868,855
1185,766,865
1296,807,913
1390,753,914
1454,747,984
1528,736,1004
1691,771,1108
1827,782,1125
1964,823,1257
1586,838,1186
1582,800,1148
1453,727,1082
1473,788,1095
1547,731,1061
1825,893,1150
2171,1164,1224
2172,1164,1290
2085,967,1160
1995,943,1119
