Tensometr 1,Tensometr 2,Tensometr 3
791,737,718
898,778,735
915,796,771
974,899,788
991,788,792
1042,785,790
1113,798,802
1131,779,797
1103,752,798
1163,787,815
1246,797,844
1203,756,860
1275,729,857
1325,693,889
1305,664,868
1280,647,919
1342,669,888
1310,631,910
1341,627,937
1403,632,980
1450,636,1074
1559,640,1140
1455,682,1149
1437,684,1135
1346,680,1096
1401,691,1089
1369,706,1036
1400,728,1142
1400,715,1009
1537,815,1118
1403,632,980
1450,636,1074
1559,640,1140
1455,682,1149
1437,684,1135
1346,680,1096
1401,691,1089
1369,706,1036
1400,728,1142
1400,715,1009
1947,1108,1110
2040,1278,1091
2165,1462,1183
2003,1419,1091
2054,1451,1066
2082,1311,1026
2133,1362,1023
2026,1459,1024
2125,1239,989
1878,1221,957
1974,1157,948
1962,1121,950
1906,1122,936
1993,1157,914
1836,1104,928
1868,1220,919
1819,1178,946
1669,1129,958
1634,1024,931
1618,1018,936
1587,1025,942
1663,1007,948
1559,961,967
1671,1026,923
1599,1084,947
1622,957,877
1568,1036,845
1638,961,802
1575,986,810
1509,978,796
1370,1056,774
1272,975,738
1111,964,728
1026,949,729
976,785,727
901,769,727
889,727,722
877,758,732
867,778,736
886,822,739
943,835,760
978,987,779
1016,965,809
1034,1159,834
1141,973,832
1114,909,829
1169,934,826
1157,835,828
1190,807,820
1100,819,834
1184,716,837
1158,729,851
1178,612,840
1171,645,859
1181,586,844
1150,590,851
1152,535,842
1146,579,849
1190,549,843
1233,547,880
1159,548,874
1252,514,939
1218,475,995
1250,527,987
1153,502,969
1127,504,964
1029,452,901
1016,476,919
994,433,837
987,460,844
961,390,788
966,428,814
987,387,760
1025,432,779
1114,417,750
1131,480,779
1164,474,772
1118,468,766
1069,438,745
1012,448,729
1051,419,707
980,428,715
1001,416,715
956,438,711
1004,428,702
961,442,721
944,454,726
900,452,723
880,455,725
876,453,721
870,466,720
841,475,731
835,450,736
856,449,748
839,451,750
831,488,736
837,505,742
868,511,737
874,508,738
851,503,706
881,500,715
894,523,681
890,518,684
856,603,677
855,570,673
791,576,671
751,559,674
733,565,663
689,569,664
689,532,674
669,510,685
706,553,680
684,587,687
708,568,699
702,602,714
814,722,727
803,715,761
902,884,784
906,702,788
1007,661,793
997,611,794
1066,578,779
956,518,802
1048,511,798
1043,462,832
1090,401,832
1129,394,852
1142,411,853
1126,393,855
1151,380,880
1073,388,882
1160,373,874
1222,376,927
1180,342,916
1225,356,977
1210,330,1036
1218,349,1059
1079,331,982
1089,340,973
989,308,906
976,309,890
953,286,842
924,280,843
938,266,807
942,293,812
983,288,801
1000,314,818
1007,313,799
1007,334,826
1002,335,812
1003,356,802
982,362,780
1001,376,790
958,390,771
945,397,756
929,422,768
953,456,753
915,464,762
882,435,767
877,439,768
860,422,765
895,421,770
853,439,769
854,407,765
820,426,763
834,432,782
873,382,763
827,416,765
861,418,760
895,423,747
861,451,733
855,452,750
887,475,713
880,505,713
827,536,712
798,472,712
811,510,689
776,509,690
745,534,695
696,527,695
704,521,688
655,463,694
701,516,710
699,541,717
713,546,714
700,590,722
795,646,755
794,681,772
913,740,792
893,786,833
985,792,829
977,825,805
1088,845,802
980,865,806
1075,889,808
1081,914,829
1136,936,822
1098,984,834
1199,1022,840
1143,943,839
1178,883,834
1113,764,858
1111,633,849
1142,690,863
1159,647,881
1189,620,908
1209,591,974
1290,575,1004
1228,618,976
1138,601,966
1093,583,936
1000,563,893
983,577,866
963,542,851
942,549,834
935,558,820
949,606,817
990,665,800
1026,737,826
1074,739,818
1098,730,824
1092,643,811
1058,674,799
1044,650,769
1065,614,769
979,556,748
990,512,742
991,458,724
952,505,750
952,488,731
924,461,735
894,425,738
897,479,747
912,425,736
868,415,747
845,421,747
819,415,754
852,421,758
880,408,760
856,450,743
831,467,741
841,485,722
867,515,729
848,492,712
894,511,694
820,482,670
808,507,688
802,480,671
792,486,673
785,480,678
750,508,675
745,480,670
706,487,675
707,468,687
697,491,690
727,548,691
706,505,706
766,553,721
807,556,738
844,610,765
876,683,785
920,652,789
940,627,793
1013,648,794
987,638,785
987,629,795
1017,617,793
1055,573,811
1075,550,809
1120,527,821
1132,560,831
1143,527,838
1144,522,858
1156,517,877
1199,525,876
1279,513,911
1210,529,914
1190,495,967
1225,482,1040
1238,543,1026
1168,509,1020
1086,490,989
1018,453,925
982,440,919
963,407,847
960,429,842
967,367,786
994,381,803
1032,376,777
1036,406,813
1032,427,801
1092,462,816
1103,446,790
1067,464,780
1063,432,749
1025,459,752
1005,450,735
978,422,740
995,399,708
989,398,717
1007,416,713
962,435,713
936,388,716
917,427,715
961,404,719
969,411,728
943,410,726
912,406,736
1013,421,743
985,422,755
998,455,742
966,456,743
968,471,747
960,504,753
1014,532,730
1036,543,760
1065,558,711
1017,581,706
988,599,702
1006,613,696
982,654,695
958,640,707
932,649,716
908,657,717
881,629,721
858,655,738
918,765,751
886,723,738
923,792,768
998,863,778
1078,895,811
1166,1039,848
1217,984,873
1373,940,908
1473,964,925
1572,854,961
1632,827,954
1695,740,978
1781,665,962
1759,614,990
1698,576,979
1646,556,1034
1663,514,1094
1630,529,1108
1593,511,1156
1560,488,1144
1509,499,1203
1503,472,1288
1513,466,1459
1538,541,1365
1525,501,1370
1480,486,1292
1519,506,1297
1516,499,1234
1567,509,1297
1729,545,1302
1782,556,1356
2026,660,1470
2286,705,1624
2595,834,1757
2669,900,1890
2913,938,2056
2812,925,1930
2925,991,1999
2711,968,1949
2440,1006,1941
2508,1012,1810
2746,1207,1870
2558,1163,1963
2998,1443,1942
2961,1717,1868
2787,1846,1816
2559,2204,1703
2622,1955,1710
2802,1713,1626
2919,1581,1650
2674,1544,1621
2531,1584,1588
2401,1465,1561
2229,1353,1454
2169,1211,1413
2039,1095,1386
1960,1060,1323
1887,961,1281
1680,964,1213
1652,904,1110
1527,829,991
1523,784,959
1371,778,922
1244,761,880
1150,698,825
1083,653,785
1019,637,758
909,580,737
848,552,729
808,512,727
811,528,730
789,544,730
772,581,735
793,584,745
832,671,753
836,660,778
872,725,791
895,694,815
913,583,807
951,551,783
1020,551,779
946,560,796
984,560,815
1005,554,816
1039,504,802
1064,468,828
1095,483,825
1109,529,821
1200,493,822
1190,483,859
1203,461,841
1306,478,852
1241,458,849
1270,472,882
1274,430,881
1327,437,1010
1255,437,931
1237,442,959
1082,407,884
1082,426,882
991,380,825
1004,385,834
985,353,802
1006,366,794
1020,353,762
1028,385,780
1065,392,755
1093,442,771
1129,467,757
1102,464,773
1086,441,752
1045,441,749
1023,422,736
982,422,733
967,403,732
964,396,730
952,395,739
921,400,742
935,408,734
895,402,748
935,397,753
955,388,754
963,394,771
933,415,766
923,415,774
898,415,761
913,448,773
910,461,759
870,453,760
883,450,762
889,447,775
865,455,745
903,473,760
925,485,727
893,491,703
881,513,697
840,499,708
865,507,698
797,524,693
748,531,694
712,526,688
715,541,695
682,497,702
725,542,704
690,589,717
703,619,730
704,677,733
801,735,744
809,725,787
904,883,800
878,696,804
981,728,803
1001,690,796
1018,693,787
956,680,808
1070,659,787
1030,628,815
1105,545,817
1114,578,856
1098,567,826
1100,574,836
1105,530,819
1108,528,845
1174,512,851
1159,493,875
1165,464,873
1200,479,956
1255,449,974
1188,477,966
1089,445,926
1069,464,897
998,433,846
981,429,831
970,392,792
962,414,787
984,387,780
991,423,792
1014,413,790
1091,457,802
1134,467,795
1167,457,806
1108,432,802
1119,443,779
1022,432,782
1017,421,758
1023,418,751
986,416,739
977,431,750
1029,449,732
1003,453,748
990,468,734
992,464,746
1006,481,746
993,490,774
957,475,749
956,465,764
934,478,745
973,486,780
922,477,755
914,497,771
889,464,742
914,465,763
890,467,770
923,479,759
945,455,741
958,462,734
919,472,719
898,463,715
928,475,698
875,476,698
862,465,702
800,513,703
808,508,698
747,502,693
741,507,701
723,541,714
746,648,714
721,665,713
774,701,733
774,691,746
846,778,771
897,800,808
935,796,830
944,730,808
998,747,795
1024,711,786
1018,688,780
1019,705,800
1071,638,804
1059,648,797
1070,617,801
1125,646,821
1085,629,807
1128,646,814
1081,635,836
1120,656,842
1195,651,855
1131,654,901
1130,650,921
1240,656,1029
1206,676,960
1114,746,958
1058,724,910
1006,728,879
974,732,853
963,752,811
959,809,813
953,881,768
972,963,784
1004,1074,764
1024,1283,778
1039,1749,760
1062,2223,769
1070,2861,744
1022,2772,754
990,2765,718
969,2734,727
981,2699,725
952,2685,727
962,2655,702
954,2625,719
972,2621,714
936,2585,724
925,2567,729
882,2533,742
891,2494,725
876,2343,733
857,2268,719
818,1954,735
827,1625,716
815,1580,727
830,1223,704
809,1238,721
778,1261,721
770,1257,728
777,1173,716
778,1130,692
791,1148,675
784,1131,676
777,1038,663
762,990,677
746,915,661
706,932,659
709,915,660
687,959,668
669,954,666
644,849,659
648,805,675
660,773,677
664,843,682
669,809,692
732,869,717
743,890,734
786,914,753
835,975,793
868,759,780
931,756,757
942,764,775
962,715,771
971,717,774
988,657,784
993,617,799
1005,599,806
1015,588,817
1047,553,822
1074,577,839
1108,532,834
1117,509,837
1199,512,850
1190,517,876
1177,465,903
1271,465,950
1332,449,934
1249,494,957
1156,469,915
1123,477,896
1047,440,840
1053,456,847
976,415,788
991,455,799
1001,414,751
1034,466,770
1082,481,746
1111,538,776
1202,536,765
1250,559,784
1213,564,751
1186,580,742
1139,536,725
1130,573,732
1117,538,720
1096,540,727
1123,558,711
1121,578,724
1076,536,715
1038,532,741
1035,531,724
1002,565,724
1024,552,724
1010,593,744
1049,555,738
1133,575,769
1149,575,771
1109,586,782
1086,617,768
1126,742,790
1172,716,790
1204,809,787
1207,777,776
1247,898,756
1243,888,752
1260,952,773
1198,1028,766
1105,1205,750
1058,1114,748
1073,1023,729
989,941,736
919,951,754
913,945,755
948,1025,761
924,1080,774
999,1240,779
1014,1234,806
1212,1251,837
1165,1340,865
1337,1111,872
1290,958,871
1463,1022,872
1392,975,893
1476,971,892
1475,995,919
