Tensometr 1,Tensometr 2,Tensometr 3
1101,524,711
1130,565,710
1204,597,716
1203,632,720
1101,524,711
1130,565,710
1204,597,716
1203,632,720
1055,450,890
1037,451,874
992,444,836
997,445,840
962,423,811
937,422,793
932,403,772
925,403,778
916,396,752
928,395,760
939,403,740
930,396,737
975,396,729
980,400,717
1006,409,699
1028,429,709
1027,451,707
1085,475,703
1091,487,705
1209,617,711
1166,604,690
1186,650,718
1163,634,715
1161,638,718
1148,612,711
1122,645,704
1131,578,696
1127,597,691
1155,563,688
1120,572,709
1103,517,692
1101,537,705
1120,496,700
1101,515,694
1112,514,692
1118,560,694
1089,562,691
1090,568,709
1088,540,694
1063,531,714
1060,513,698
1054,553,708
1069,535,708
1101,533,710
1149,539,709
1156,586,734
1136,565,715
1134,551,749
1174,537,744
1233,597,752
1226,588,750
1220,572,764
1181,574,776
1209,622,763
1198,608,757
1212,666,780
1217,651,776
1262,692,818
1234,694,812
1287,738,832
1320,742,803
1325,740,806
1393,786,782
1430,770,772
1468,727,750
1403,734,751
1460,748,739
1385,788,741
1383,749,744
1433,780,756
1412,797,747
1398,829,729
1311,709,723
1267,717,721
1175,675,722
1180,627,737
1134,585,734
1047,525,733
1003,494,733
973,508,731
927,521,736
951,525,748
923,497,752
939,555,751
880,535,758
921,549,757
890,538,759
909,580,761
923,559,779
977,595,792
948,585,789
1046,621,806
985,618,826
1281,530,853
1254,515,868
1281,530,853
1254,515,868
1173,726,858
1104,645,862
1163,636,841
1115,622,858
1206,672,849
1214,631,839
1270,627,832
1187,579,848
1228,573,831
1171,565,846
1214,572,841
1247,557,846
1350,553,841
1245,554,865
1264,529,870
1326,545,873
1385,533,875
1337,565,890
1339,534,878
1337,539,864
1293,520,875
1224,522,889
1232,504,877
1206,486,875
1242,484,872
1316,490,868
1333,494,870
1313,495,881
1341,485,871
1239,466,884
1244,468,876
1240,459,885
1304,457,920
1328,448,921
1305,435,954
1329,440,925
1283,434,921
1215,448,906
1228,448,901
1171,441,894
1145,438,885
1092,435,867
1071,429,856
1046,406,830
1040,415,818
999,395,807
978,400,783
970,375,770
974,386,754
962,367,744
950,377,737
939,358,725
942,370,712
946,361,691
936,366,697
959,354,679
942,369,694
961,364,663
953,369,678
969,369,665
955,387,669
974,398,659
976,423,668
974,426,657
979,439,667
984,427,662
982,441,662
978,417,663
953,424,661
946,394,655
915,383,644
915,366,640
899,367,643
909,360,633
908,360,636
883,346,633
866,359,627
860,346,617
861,330,622
830,323,617
837,320,611
836,303,619
822,315,604
835,297,608
827,303,597
800,290,605
819,297,593
791,289,593
792,291,592
783,293,600
790,302,593
778,298,596
777,301,595
776,293,593
782,289,596
753,287,608
732,281,597
740,283,610
744,282,602
741,277,608
726,284,603
734,284,623
733,291,616
728,290,610
713,288,620
708,297,616
689,299,619
710,297,640
712,295,627
701,297,648
704,299,633
717,302,632
710,295,642
715,309,633
701,293,634
698,291,655
696,294,638
691,300,645
698,299,640
692,294,644
714,288,637
725,287,625
715,285,622
714,289,626
734,298,612
708,295,620
710,303,617
693,318,619
713,328,619
713,312,617
722,307,611
712,307,621
728,305,625
718,313,611
691,317,622
669,314,633
679,307,625
657,308,627
666,312,633
660,306,632
663,311,635
653,326,646
653,331,654
664,346,656
668,365,654
661,367,660
676,366,671
689,377,685
720,379,693
744,404,703
766,409,715
770,423,739
811,452,739
826,462,758
851,466,774
864,444,763
905,456,754
912,440,751
923,423,762
971,435,749
970,438,750
973,463,766
970,455,768
1003,460,754
1007,454,760
1045,443,780
1061,450,790
1099,433,778
1054,417,788
1108,423,791
1122,431,804
1123,448,791
1121,453,808
1124,452,795
1102,445,816
1090,432,812
1091,439,808
1059,405,804
1104,412,821
1142,411,807
1200,415,822
1119,393,826
1101,371,861
1119,370,832
1059,361,854
1089,343,870
1097,329,887
1126,322,884
1085,309,898
1008,305,878
1013,308,873
951,294,857
928,286,838
902,283,795
902,273,797
864,254,760
849,255,753
839,243,734
826,236,720
821,234,696
803,231,701
817,227,680
797,230,686
786,221,667
813,226,669
817,224,656
797,219,651
804,227,647
805,231,663
814,235,655
824,243,658
822,246,663
822,249,659
827,250,654
835,247,655
818,248,648
833,244,651
805,240,643
818,238,646
808,239,659
803,232,650
795,235,660
795,232,644
773,239,642
790,236,631
761,244,636
763,241,628
753,236,635
762,226,635
737,230,624
740,227,653
746,231,613
730,223,618
727,239,620
722,238,710
716,235,744
701,239,617
695,238,630
719,231,620
680,230,625
686,229,618
683,237,619
692,234,635
688,233,627
695,232,639
687,236,643
689,229,629
664,238,653
660,231,729
650,236,660
650,232,659
664,234,668
649,228,663
666,245,667
673,239,657
671,238,672
673,236,657
668,243,665
679,238,664
664,266,663
664,246,661
671,261,660
658,258,668
671,265,664
677,262,649
672,258,669
695,269,654
687,265,655
678,290,667
668,286,658
692,312,658
679,292,668
686,304,671
688,310,886
709,319,830
705,341,859
709,336,874
710,330,834
706,371,816
695,355,824
683,372,694
681,364,672
665,372,687
673,359,682
662,373,695
667,379,691
666,360,727
687,386,710
683,393,701
685,414,708
687,436,714
711,446,715
715,415,730
774,438,746
777,431,739
795,463,755
788,465,779
848,491,793
831,510,804
864,505,823
875,457,809
925,487,808
909,452,816
986,454,805
965,465,786
1010,452,794
956,472,804
983,464,794
968,481,797
1008,471,799
1012,468,808
1066,463,798
1040,466,802
1062,428,812
1071,440,818
1146,445,797
1076,472,808
1075,459,808
1060,456,823
1106,444,788
1043,467,817
1053,446,808
1048,439,807
1040,430,804
1100,430,824
1142,419,798
1133,449,824
1109,431,833
1102,441,826
1085,426,842
1097,423,834
1055,426,845
1082,435,874
1106,421,875
1139,406,908
1088,415,868
1052,435,859
1030,435,874
976,432,847
975,423,845
930,428,817
909,412,792
893,401,778
863,399,767
835,383,737
849,372,741
823,368,715
826,371,700
807,356,698
812,363,690
823,341,679
837,367,694
830,352,666
840,377,678
836,373,669
826,395,678
858,395,659
850,417,678
841,424,656
847,432,669
850,431,655
850,426,657
838,427,657
826,410,660
855,401,659
836,410,684
848,406,657
833,415,645
832,413,638
821,410,650
817,418,628
798,428,650
805,415,633
790,406,630
805,409,627
799,419,634
788,400,631
750,402,634
740,401,643
741,398,633
736,379,653
729,383,649
739,392,634
725,396,651
735,394,630
736,401,627
719,399,634
707,387,631
713,375,634
720,374,643
697,372,633
696,363,653
705,368,649
702,365,634
700,355,651
688,364,648
694,354,638
689,351,657
705,340,654
690,338,660
695,335,647
712,336,852
712,335,860
705,352,795
692,346,844
669,353,656
666,357,659
671,340,659
676,340,652
683,340,667
696,345,652
693,339,654
699,345,662
708,339,643
695,342,641
701,345,643
688,343,624
687,361,633
694,351,643
723,351,634
729,351,642
744,378,653
717,359,645
728,370,655
719,379,664
715,373,660
684,375,660
678,375,660
674,388,657
679,376,654
653,381,662
674,372,673
657,382,673
683,386,674
685,399,687
699,374,681
678,381,687
713,380,694
689,401,704
742,403,712
736,419,724
754,429,730
774,443,743
793,465,762
824,469,786
844,473,792
864,491,793
890,448,804
884,445,794
953,439,770
953,427,784
970,409,788
947,425,785
961,431,783
984,452,792
1018,436,801
1055,428,816
1083,443,803
1062,424,801
1045,407,824
1058,398,819
1092,399,803
1079,425,814
1051,417,808
1053,403,818
1094,401,800
1043,386,806
1020,377,816
1063,382,791
1020,377,819
1080,380,818
1114,390,808
1129,404,824
1139,397,826
1119,394,821
1101,385,845
1125,388,833
1058,384,862
1078,386,880
1107,376,905
1128,362,911
1099,376,895
1053,386,878
1036,396,896
970,390,867
989,392,857
938,383,837
917,375,820
902,352,780
877,361,794
851,343,758
861,338,756
841,324,731
830,341,738
831,323,708
832,342,720
824,316,695
816,320,712
820,309,686
808,313,700
825,306,678
831,313,679
850,315,667
846,323,672
