Tensometr 1,Tensometr 2,Tensometr 3
1026,765,823
1086,857,840
1142,810,843
1168,707,862
1236,717,866
1246,709,870
1237,677,892
1265,618,885
1271,612,907
1337,612,932
1423,635,940
1449,629,989
1489,614,1033
1533,600,1072
1403,654,1080
1356,636,1049
1283,593,1000
1279,580,984
1191,558,937
1207,570,956
1157,574,889
1213,644,934
1216,647,884
1310,750,946
1476,761,916
1680,962,976
1639,1058,988
1668,1112,980
1627,1016,914
1549,945,923
1562,1039,902
1484,919,929
1487,924,895
1443,845,929
1484,948,902
1476,921,922
1592,969,894
1517,1014,938
1741,1034,923
1673,1132,956
1859,1203,953
1730,1133,978
1884,1300,1006
1808,1248,1003
1921,1466,1063
1823,1410,1080
1907,1521,1091
1887,1522,1067
1918,1634,1002
2203,1695,996
2255,2064,961
2160,1803,946
2205,2061,938
1690,2013,857
1553,1821,834
1377,1445,825
1306,1509,846
1201,1554,829
1216,1571,834
1149,1485,865
1290,1536,878
1342,1512,920
1477,1511,965
1521,1398,961
1567,1477,954
1637,1345,956
1650,1360,952
1722,1326,973
1758,1276,979
1915,1262,995
1747,1122,985
1747,1115,1012
1978,1040,1016
1787,1026,1037
1773,1034,1064
1710,866,1015
1767,877,1052
1827,853,1052
1841,820,1089
1820,773,1184
1850,821,1182
1626,823,1143
1665,823,1154
1525,781,1045
1511,771,1067
1303,730,1007
1374,753,1052
1232,677,944
1297,717,983
1289,680,912
1336,729,985
1510,750,952
1614,902,1017
1730,921,1001
1688,915,1032
1609,872,937
1516,852,924
1433,729,887
1364,771,871
1426,680,830
1331,689,825
1381,687,802
1309,687,813
1292,684,801
1260,675,796
1193,654,801
1147,667,827
1217,689,810
1205,690,829
1195,717,825
1163,706,843
1200,689,825
1067,631,857
1068,684,841
1095,674,871
1136,796,829
1124,814,825
1208,811,800
1201,816,759
1160,753,743
1182,816,755
1141,800,744
1040,815,735
929,771,713
864,711,713
825,716,710
792,636,721
794,640,705
762,631,706
750,685,716
806,732,734
821,761,753
889,922,776
882,942,808
951,769,819
950,733,804
1001,732,808
980,725,828
1045,730,832
1032,733,847
1186,673,859
1147,646,889
1300,683,864
1232,649,870
1243,658,874
1199,649,914
1232,611,907
1268,619,943
1316,613,923
1331,589,974
1345,545,986
1438,578,1033
1341,587,1013
1281,570,996
1148,551,931
1143,569,937
1063,509,899
1083,534,892
1020,462,833
1041,489,862
1026,405,819
1036,471,842
1131,461,822
1158,525,867
1222,515,873
1197,484,920
1155,452,875
1102,461,858
1032,456,828
1021,514,830
1036,410,806
966,375,802
973,387,798
982,418,797
959,424,784
944,413,814
943,424,807
957,456,792
966,438,825
937,418,823
930,431,843
919,430,868
937,432,851
895,441,855
891,451,887
952,469,867
966,452,881
1011,475,852
1014,474,815
1030,494,781
1032,495,799
980,592,797
951,675,763
881,656,754
801,591,741
836,603,746
776,600,748
771,603,738
747,606,749
759,770,754
813,768,782
873,750,794
909,826,830
999,942,871
958,816,865
1033,774,847
1012,784,848
1129,787,856
1089,746,866
1220,761,863
1175,708,875
1274,646,868
1271,645,883
1284,645,880
1237,635,916
1222,608,931
1199,576,919
1315,556,910
1238,580,952
1214,512,949
1265,533,1022
1307,501,1016
1199,533,1054
1110,496,990
1084,489,978
1013,468,895
1003,482,916
967,458,890
973,479,891
957,468,855
998,505,872
998,517,863
1028,574,895
1067,585,897
1122,694,917
1181,644,911
1149,675,903
1109,672,901
1095,700,881
1089,690,865
1064,728,875
1079,752,877
1086,823,862
1097,929,891
1085,974,898
1131,1010,886
1104,1107,874
1195,1261,889
1136,1277,899
1098,1311,921
1133,1419,925
1144,1427,930
1098,1527,902
1077,1558,961
1166,1732,901
1191,1635,909
1297,1839,894
1282,1730,858
1311,1698,833
1220,1525,852
1243,1461,840
1092,1459,823
1050,1214,789
995,1055,784
923,1028,776
857,1012,776
852,1015,772
805,1023,765
837,996,778
823,942,784
915,1060,804
912,1209,834
1038,1184,874
987,969,866
1113,823,855
1066,775,859
1116,812,859
1082,841,870
1183,846,868
1136,770,886
1209,666,876
1222,667,894
1287,603,879
1184,603,901
1233,571,874
1227,579,892
1262,594,894
1262,600,906
1328,546,921
1382,538,1007
1422,518,1018
1355,585,1040
1211,554,1007
1179,555,987
1127,529,952
1139,519,952
1094,503,914
1063,514,905
1118,508,894
1173,544,889
1208,576,897
1296,595,915
1323,610,955
1376,655,966
1456,674,974
1383,629,939
1314,599,923
1300,611,911
1309,625,890
1286,599,843
1263,600,852
1221,666,837
1220,689,848
1200,662,872
1150,676,873
1176,625,853
1178,626,880
1164,693,866
1136,705,883
1190,689,861
1166,732,876
1154,738,865
1070,750,862
1160,855,860
1213,819,880
1234,877,852
1234,863,842
1266,895,798
1272,867,791
1321,779,802
1145,902,792
1097,908,757
